RxnID	Comps	Eq	Subs	Type	Class
HMR_5272	l	1337 ATP[l] + fibrinogen[l] + 1337 H2O[l] => 1337 ADP[l] + 134 alanine[l] + 134 arginine[l] + 138 asparagine[l] + 176 aspartate[l] + 48 cysteine[l] + 186 glutamate[l] + 110 glutamine[l] + 262 glycine[l] + 62 histidine[l] + 104 isoleucine[l] + 166 leucine[l] + 154 lysine[l] + 48 methionine[l] + 98 phenylalanine[l] + 1337 Pi[l] + 114 proline[l] + 278 serine[l] + 182 threonine[l] + 60 tryptophan[l] + 98 tyrosine[l] + 122 valine[l]	Protein degradation	Pan	Absent
HMR_5273	c	203 ATP[c] + 203 H2O[c] + haptoglobin[c] => 203 ADP[c] + 30 alanine[c] + 9 arginine[c] + 21 asparagine[c] + 25 aspartate[c] + 12 cysteine[c] + 25 glutamate[c] + 17 glutamine[c] + 31 glycine[c] + 13 histidine[c] + 18 isoleucine[c] + 31 leucine[c] + 35 lysine[c] + 5 methionine[c] + 8 phenylalanine[c] + 203 Pi[c] + 21 proline[c] + 18 serine[c] + 22 threonine[c] + 8 tryptophan[c] + 21 tyrosine[c] + 36 valine[c]	Protein degradation	Pan	Absent
HMR_5275	c	405 ATP[c] + 405 H2O[c] + plasminogen[c] => 405 ADP[c] + 37 alanine[c] + 42 arginine[c] + 40 asparagine[c] + 36 aspartate[c] + 48 cysteine[c] + 56 glutamate[c] + 31 glutamine[c] + 62 glycine[c] + 24 histidine[c] + 22 isoleucine[c] + 48 leucine[c] + 49 lysine[c] + 11 methionine[c] + 21 phenylalanine[c] + 405 Pi[c] + 69 proline[c] + 56 serine[c] + 61 threonine[c] + 19 tryptophan[c] + 30 tyrosine[c] + 48 valine[c]	Protein degradation	Pan	Absent
HMR_5277	c	311 ATP[c] + 311 H2O[c] + prothrombin[c] => 311 ADP[c] + 42 alanine[c] + 44 arginine[c] + 25 asparagine[c] + 35 aspartate[c] + 26 cysteine[c] + 51 glutamate[c] + 26 glutamine[c] + 49 glycine[c] + 13 histidine[c] + 22 isoleucine[c] + 51 leucine[c] + 29 lysine[c] + 9 methionine[c] + 21 phenylalanine[c] + 311 Pi[c] + 33 proline[c] + 38 serine[c] + 36 threonine[c] + 14 tryptophan[c] + 21 tyrosine[c] + 37 valine[c]	Protein degradation	Pan	Absent
HMR_5279	c	[apotransferin][c] + 349 ATP[c] + 349 H2O[c] => 349 ADP[c] + 61 alanine[c] + 27 arginine[c] + 34 asparagine[c] + 45 aspartate[c] + 40 cysteine[c] + 42 glutamate[c] + 17 glutamine[c] + 52 glycine[c] + 19 histidine[c] + 15 isoleucine[c] + 65 leucine[c] + 58 lysine[c] + 10 methionine[c] + 28 phenylalanine[c] + 349 Pi[c] + 32 proline[c] + 41 serine[c] + 30 threonine[c] + 8 tryptophan[c] + 26 tyrosine[c] + 48 valine[c]	Protein degradation	Pan	Absent
HMR_5281	c	apoE[c] + 158 ATP[c] + 158 H2O[c] => 158 ADP[c] + 39 alanine[c] + 34 arginine[c] + asparagine[c] + 11 aspartate[c] + 2 cysteine[c] + 40 glutamate[c] + 32 glutamine[c] + 18 glycine[c] + 2 histidine[c] + 2 isoleucine[c] + 41 leucine[c] + 13 lysine[c] + 8 methionine[c] + 4 phenylalanine[c] + 158 Pi[c] + 8 proline[c] + 14 serine[c] + 12 threonine[c] + 8 tryptophan[c] + 4 tyrosine[c] + 24 valine[c]	Protein degradation	Pan	Absent
HMR_5283	c	apoA1[c] + 133 ATP[c] + 133 H2O[c] => 133 ADP[c] + 23 alanine[c] + 17 arginine[c] + 5 asparagine[c] + 16 aspartate[c] + 30 glutamate[c] + 19 glutamine[c] + 11 glycine[c] + 6 histidine[c] + 41 leucine[c] + 22 lysine[c] + 4 methionine[c] + 8 phenylalanine[c] + 133 Pi[c] + 10 proline[c] + 16 serine[c] + 12 threonine[c] + 5 tryptophan[c] + 7 tyrosine[c] + 15 valine[c]	Protein degradation	Pan	Absent
HMR_5289	l	234 ATP[l] + 234 H2O[l] + PPARA[l] => 234 ADP[l] + 31 alanine[l] + 19 arginine[l] + 19 asparagine[l] + 27 aspartate[l] + 19 cysteine[l] + 34 glutamate[l] + 16 glutamine[l] + 28 glycine[l] + 13 histidine[l] + 29 isoleucine[l] + 47 leucine[l] + 33 lysine[l] + 15 methionine[l] + 22 phenylalanine[l] + 234 Pi[l] + 20 proline[l] + 37 serine[l] + 18 threonine[l] + 14 tyrosine[l] + 27 valine[l]	Protein degradation	Pan	Absent
HMR_5290	l	apoB48[l] + 2281 ATP[l] + 2281 H2O[l] => 2281 ADP[l] + 276 alanine[l] + 150 arginine[l] + 245 asparagine[l] + 234 aspartate[l] + 24 cysteine[l] + 297 glutamate[l] + 231 glutamine[l] + 207 glycine[l] + 114 histidine[l] + 287 isoleucine[l] + 536 leucine[l] + 356 lysine[l] + 79 methionine[l] + 224 phenylalanine[l] + 2281 Pi[l] + 171 proline[l] + 393 serine[l] + 299 threonine[l] + 37 tryptophan[l] + 153 tyrosine[l] + 250 valine[l]	Protein degradation	Pan	Absent
HMR_9817	c	52 ATP[c] + 52 H2O[c] + thioredoxin[c] => 52 ADP[c] + 8 alanine[c] + 3 asparagine[c] + 7 aspartate[c] + 5 cysteine[c] + 10 glutamate[c] + 5 glutamine[c] + 5 glycine[c] + histidine[c] + 4 isoleucine[c] + 6 leucine[c] + 12 lysine[c] + 3 methionine[c] + 9 phenylalanine[c] + 52 Pi[c] + 3 proline[c] + 7 serine[c] + 4 threonine[c] + tryptophan[c] + tyrosine[c] + 11 valine[c]	Protein degradation	Pan	Absent
HMR_9818	c	83 ATP[c] + 83 H2O[c] + mitothioredoxin[c] => 83 ADP[c] + 11 alanine[c] + 9 arginine[c] + 4 asparagine[c] + 12 aspartate[c] + 3 cysteine[c] + 6 glutamate[c] + 10 glutamine[c] + 10 glycine[c] + 3 histidine[c] + 9 isoleucine[c] + 15 leucine[c] + 11 lysine[c] + 4 methionine[c] + 6 phenylalanine[c] + 83 Pi[c] + 12 proline[c] + 8 serine[c] + 12 threonine[c] + 2 tryptophan[c] + 2 tyrosine[c] + 17 valine[c]	Protein degradation	Pan	Absent
HMR_4188	c	PAPS[c] <=> activated sulphur[c] + PAP[c]	Sulfur metabolism	Pan	Absent
HMR_4842	c	H+[c] + SAM[c] => activated methyl group[c] + SAH[c]	Sulfur metabolism	Pan	Absent
HMR_8666	m	(3S)-citramalyl-CoA[m] => acetyl-CoA[m] + pyruvate[m]	C5-branched dibasic acid metabolism	Pan	Absent
HMR_8669	m	H2O[m] + mesaconyl-CoA[m] => acetyl-CoA[m] + pyruvate[m]	C5-branched dibasic acid metabolism	Pan	Absent
HMR_7704	p	glyoxalate[p] + H2O[p] + O2[p] => H2O2[p] + oxalate[p]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Absent
HMR_8779	m	glyoxalate[m] + H+[m] + NADPH[m] => glycolate[m] + NADP+[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Absent
HMR_2437	c	linoleate[c] + O2[c] => 9(S)-HPODE[c]	Linoleate metabolism	Pan	Absent
HMR_2438	c	9(S)-HPODE[c] + H+[c] + NADPH[c] <=> 9-hydroxyoctadecadienoate[c] + H2O[c] + NADP+[c]	Linoleate metabolism	Pan	Absent
HMR_2439	c	linoleate[c] + O2[c] => 11-HpODE[c]	Linoleate metabolism	Pan	Absent
HMR_2444	c	13-oxo-(9Z,11E)-tridecadienoate[c] + pentyl radical[c] <=> 13-oxy-radical-octadecadienoate[c]	Linoleate metabolism	Pan	Absent
HMR_2448	c	12,13-epoxy-9-alkoxy-(10E)-octadecenoate[c] <=> octanoate radical[c] + trans-4,5-epoxy-(2E)-decenal[c]	Linoleate metabolism	Pan	Absent
HMR_2449	c	12,13-epoxy-9-alkoxy-(10E)-octadecenoate[c] + H2O[c] => 9,10-12,13-diepoxy-octadecanoate[c] + hydroxide[c]	Linoleate metabolism	Pan	Absent
HMR_2450	c	9,10-12,13-diepoxy-octadecanoate[c] + O2[c] => 1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether[c]	Linoleate metabolism	Pan	Absent
HMR_2461	c	9,10-hydroxyoctadec-12(Z)-enoate[c] + UDP-glucuronate[c] <=> 9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate[c] + UDP[c]	Linoleate metabolism	Pan	Absent
HMR_2462	r	9,10-hydroxyoctadec-12(Z)-enoate[r] + UDP-glucuronate[r] => 9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate[r] + UDP[r]	Linoleate metabolism	Pan	Absent
HMR_6397	c	2 H+[c] + lipoic acid[c] + NADH[c] <=> dihydrolipoamide[c] + NAD+[c]	Lipoic acid metabolism	Pan	Absent
HMR_6404	c	[protein]-N6-(lipoyl)lysine[c] + H+[c] + NADH[c] <=> [protein]-N6-(dihydrolipoyl)lysine[c] + NAD+[c]	Lipoic acid metabolism	Pan	Absent
HMR_2581	c	EPA[c] + H+[c] + NADPH[c] + O2[c] => H2O[c] + NADP+[c] + PGH3[c]	Omega-3 fatty acid metabolism	Pan	Absent
HMR_2583	c	PGH3[c] <=> prostaglandin E3[c]	Omega-3 fatty acid metabolism	Pan	Absent
HMR_3445	m	2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA[m] => trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA[m]	Omega-6 fatty acid metabolism	Pan	Absent
HMR_3460	p	2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA[p] => trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA[p]	Omega-6 fatty acid metabolism	Pan	Absent
HMR_0941	c	arachidonate[c] + H+[c] + NADPH[c] + O2[c] => 20-hydroxy-arachidonate[c] + H2O[c] + NADP+[c]	Arachidonic acid metabolism	Pan	Absent
HMR_0988	c	15(S)-HETE[c] + GSSG[c] + H2O[c] <=> 15(S)-HPETE[c] + 2 GSH[c]	Arachidonic acid metabolism	Pan	Absent
HMR_0989	c	15(S)-HETE[c] + NADP+[c] => 15-oxoETE[c] + H+[c] + NADPH[c]	Arachidonic acid metabolism	Pan	Absent
HMR_0990	c	15(S)-HETE[c] + NAD+[c] => 15-oxoETE[c] + H+[c] + NADH[c]	Arachidonic acid metabolism	Pan	Absent
HMR_1014	n	14,15-DiHETE[n] + 2 H+[n] + O2[n] => H2O[n] + lipoxin B4[n]	Arachidonic acid metabolism	Pan	Absent
HMR_1030	s	arachidonate[s] + O2[s] => 12(S)-HPETE[s]	Arachidonic acid metabolism	Pan	Absent
HMR_1039	r	12(S)-HPETE[r] + 2 GSH[r] => 12(S)-HETE[r] + GSSG[r] + H2O[r]	Arachidonic acid metabolism	Pan	Absent
HMR_1040	c	12(S)-HETE[c] + NADP+[c] => 12-oxoETE[c] + H+[c] + NADPH[c]	Arachidonic acid metabolism	Pan	Absent
HMR_1045	s	12(S)-HPETE[s] <=> hepoxilin A3[s]	Arachidonic acid metabolism	Pan	Absent
HMR_1053	r	GSH[r] + hepoxilin A3[r] <=> hepoxilin A3-c[r]	Arachidonic acid metabolism	Pan	Absent
HMR_1072	r	12(S)-HETE[r] + H+[r] + NADPH[r] + O2[r] => 12,20-diHETE[r] + H2O[r] + NADP+[r]	Arachidonic acid metabolism	Pan	Absent
HMR_1077	r	12(S)-HETE[r] + 2 H+[r] + O2[r] => H2O[r] + leukotriene B4[r]	Arachidonic acid metabolism	Pan	Absent
HMR_1079	c	arachidonate[c] + glycerol[c] + 4 H+[c] => 2 H2O[c] + noladin-ether[c]	Arachidonic acid metabolism	Pan	Absent
HMR_1247	m	20-COOH-LTB4[m] + CoA[m] + FAD[m] + H2O[m] + NAD+[m] => 18-COOH-LTB4[m] + acetyl-CoA[m] + FADH2[m] + H+[m] + NADH[m]	Leukotriene metabolism	Pan	Absent
HMR_1302	p	H2O[p] + omega-COOH-tetranor-LTE3-CoA[p] => CoA[p] + omega-COOH-tetranor-LTE3[p]	Leukotriene metabolism	Pan	Absent
HMR_8554	r	arachidonate[r] + H+[r] + NADPH[r] + O2[r] => 12-hydroxy-arachidonate[r] + H2O[r] + NADP+[r]	Eicosanoid metabolism	Pan	Absent
HMR_8555	r	arachidonate[r] + H+[r] + NADPH[r] + O2[r] => 18-hydroxy-arachidonate[r] + H2O[r] + NADP+[r]	Eicosanoid metabolism	Pan	Absent
HMR_3009	p	H2O[p] + propanoyl-CoA[p] => CoA[p] + propanoate[p]	Acyl-CoA hydrolysis	Pan	Absent
HMR_3476	p	formyl-CoA[p] + H2O[p] => CoA[p] + formate[p]	Acyl-CoA hydrolysis	Pan	Absent
HMR_8419	c	2(S),6-dimethyl-heptanoyl-CoA[c] + L-carnitine[c] <=> 2,6-dimethylheptanoyl-carnitine[c] + CoA[c]	Carnitine shuttle (cytosolic)	Pan	Absent
HMR_2778	r	L-carnitine[c] + O-acetylcarnitine[r] <=> L-carnitine[r] + O-acetylcarnitine[c]	Carnitine shuttle (endoplasmic reticular)	Pan	Absent
HMR_2780	r	CoA[r] + O-acetylcarnitine[r] <=> acetyl-CoA[r] + L-carnitine[r]	Carnitine shuttle (endoplasmic reticular)	Pan	Absent
HMR_2783	r	L-carnitine[c] + malonyl-carnitin[r] <=> L-carnitine[r] + malonyl-carnitin[c]	Carnitine shuttle (endoplasmic reticular)	Pan	Absent
HMR_2785	r	CoA[r] + malonyl-carnitin[r] <=> L-carnitine[r] + malonyl-CoA[r]	Carnitine shuttle (endoplasmic reticular)	Pan	Absent
HMR_0449	m	FAD[m] + sn-glycerol-3-phosphate[m] => DHAP[m] + FADH2[m]	Acylglycerides metabolism	Pan	Absent
HMR_3491	p	(2R)-pristanoyl-CoA[p] <=> (2S)-pristanoyl-CoA[p]	Beta oxidation of phytanic acid (peroxisomal)	Pan	Absent
HMR_3493	p	(2R)-pristanoyl-CoA[p] + AMP[p] + PPi[p] <=> ATP[p] + CoA[p] + pristanic acid[p]	Beta oxidation of phytanic acid (peroxisomal)	Pan	Absent
HMR_3522	m	4(R),8-dimethyl-nonanoyl-CoA[m] + FAD[m] => 4(R),8-dimethyl-trans-2-nonenoyl-CoA[m] + FADH2[m]	Beta oxidation of branched-chain fatty acids (mitochondrial)	Pan	Absent
HMR_3523	m	4(R),8-dimethyl-trans-2-nonenoyl-CoA[m] + H2O[m] => 3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA[m]	Beta oxidation of branched-chain fatty acids (mitochondrial)	Pan	Absent
HMR_3524	m	3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA[m] + NAD+[m] => 3-oxo-4(R),8-dimethyl-nonanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of branched-chain fatty acids (mitochondrial)	Pan	Absent
HMR_3525	m	3-oxo-4(R),8-dimethyl-nonanoyl-CoA[m] + CoA[m] => 2(R),6-dimethyl-heptanoyl-CoA[m] + acetyl-CoA[m]	Beta oxidation of branched-chain fatty acids (mitochondrial)	Pan	Absent
HMR_3526	m	2(R),6-dimethyl-heptanoyl-CoA[m] => 2(S),6-dimethyl-heptanoyl-CoA[m]	Beta oxidation of branched-chain fatty acids (mitochondrial)	Pan	Absent
HMR_9722	c	H+[c] + NADH[c] + phylloquinone[c] => NAD+[c] + phylloquinol[c]	Terpenoid backbone biosynthesis	Pan	Absent
HMR_1644	m	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[m] + H2O[m] => (24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA[m]	Steroid metabolism	Pan	Absent
HMR_1931	c	H+[c] + isocaproic-aldehyde[c] + NADPH[c] => 4-methylpentan-1-ol[c] + NADP+[c]	Steroid metabolism	Pan	Absent
HMR_1932	c	cholesterol[c] + H+[c] + O2[c] + 2 reduced adrenal ferredoxin[c] => 20-hydroxycholesterol[c] + H2O[c] + 2 oxidized adrenal ferredoxin[c]	Steroid metabolism	Pan	Absent
HMR_1933	c	20-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => 17alpha,20alpha-dihydroxycholesterol[c] + H2O[c] + NADP+[c]	Steroid metabolism	Pan	Absent
HMR_1934	c	17alpha,20alpha-dihydroxycholesterol[c] + 4 H+[c] + 2 O2[c] + 4 reduced adrenal ferredoxin[c] => 17alpha-hydroxypregnenolone[c] + 3 H2O[c] + isocaproic-aldehyde[c] + 4 oxidized adrenal ferredoxin[c]	Steroid metabolism	Pan	Absent
HMR_1935	c	20-hydroxycholesterol[c] + 2 H+[c] + O2[c] + 2 reduced adrenal ferredoxin[c] => 20alpha,22beta dihydroxycholesterol[c] + H2O[c] + 2 oxidized adrenal ferredoxin[c]	Steroid metabolism	Pan	Absent
HMR_1940	c	H+[c] + NADPH[c] + O2[c] + pregnenolone[c] => 21-hydroxypregnenolone[c] + H2O[c] + NADP+[c]	Steroid metabolism	Pan	Absent
HMR_1941	c	21-hydroxypregnenolone[c] + NAD+[c] => 11-deoxycorticosterone[c] + H+[c] + NADH[c]	Steroid metabolism	Pan	Absent
HMR_1942	c	11-deoxycorticosterone[c] + O2[c] + reduced ferredoxin[c] => corticosterone[c] + H2O[c] + oxidized ferredoxin[c]	Steroid metabolism	Pan	Absent
HMR_1943	c	H+[c] + NADPH[c] + O2[c] + pregnenolone[c] => 7alpha-hydroxypregnenolone[c] + H2O[c] + NADP+[c]	Steroid metabolism	Pan	Absent
HMR_1948	c	17alpha-hydroxypregnenolone[c] + H+[c] + NADPH[c] + O2[c] => 17alpha,21-dihydroxypregnenolone[c] + H2O[c] + NADP+[c]	Steroid metabolism	Pan	Absent
HMR_1949	c	17alpha,21-dihydroxypregnenolone[c] + NAD+[c] => 11-deoxycortisol[c] + H+[c] + NADH[c]	Steroid metabolism	Pan	Absent
HMR_1950	c	17alpha,21-dihydroxypregnenolone[c] + O2[c] + reduced ferredoxin[c] => 11beta,17alpha,21-trihydroxypregnenolone[c] + H2O[c] + oxidized ferredoxin[c]	Steroid metabolism	Pan	Absent
HMR_1951	c	11beta,17alpha,21-trihydroxypregnenolone[c] + NAD+[c] => cortisol[c] + H+[c] + NADH[c]	Steroid metabolism	Pan	Absent
HMR_1989	c	17alpha-hydroxyprogesterone[c] + H+[c] + NADPH[c] + O2[c] => 21-deoxycortisol[c] + H2O[c] + NADP+[c]	Steroid metabolism	Pan	Absent
HMR_1992	c	11beta-hydroxyprogesterone[c] + H+[c] + NADPH[c] + O2[c] => corticosterone[c] + H2O[c] + NADP+[c]	Steroid metabolism	Pan	Absent
HMR_1993	c	H+[c] + NADPH[c] + O2[c] + progesterone[c] => 11beta-hydroxyprogesterone[c] + H2O[c] + NADP+[c]	Steroid metabolism	Pan	Absent
HMR_2005	c	allopregnanolone[c] + H+[c] + NADH[c] + O2[c] => 21-hydroxyallopregnanolone[c] + H2O[c] + NAD+[c]	Steroid metabolism	Pan	Absent
HMR_2007	c	H+[c] + NADPH[c] + O2[c] + progesterone[c] => 11-deoxycorticosterone[c] + H2O[c] + NADP+[c]	Steroid metabolism	Pan	Absent
HMR_2009	m	11-deoxycorticosterone[m] + H+[m] + NADPH[m] + O2[m] => corticosterone[m] + H2O[m] + NADP+[m]	Steroid metabolism	Pan	Absent
HMR_2010	m	corticosterone[m] + H+[m] + NADPH[m] + O2[m] => 18-hydroxycorticosterone[m] + H2O[m] + NADP+[m]	Steroid metabolism	Pan	Absent
HMR_2011	m	18-hydroxycorticosterone[m] + H+[m] + NADPH[m] + O2[m] => aldosterone[m] + 2 H2O[m] + NADP+[m]	Steroid metabolism	Pan	Absent
HMR_6793	c	iodine[c] + tyrosine[c] => 3-iodo-L-tyrosine[c] + hydroiodic acid[c]	Steroid metabolism	Pan	Absent
HMR_6794	c	3-iodo-L-tyrosine[c] + iodine[c] => 3,5-diiodo-L-tyrosine[c] + hydroiodic acid[c]	Steroid metabolism	Pan	Absent
HMR_6795	c	2 3,5-diiodo-L-tyrosine[c] + H2O2[c] => dehydroalanine[c] + 2 H2O[c] + thyroxine[c]	Steroid metabolism	Pan	Absent
HMR_6796	c	3,5-diiodo-L-tyrosine[c] + 3-iodo-L-tyrosine[c] + H2O2[c] => dehydroalanine[c] + 2 H2O[c] + triiodothyronine[c]	Steroid metabolism	Pan	Absent
HMR_7928	r	17alpha-hydroxyprogesterone[r] + H+[r] + NADPH[r] + O2[r] => 11-deoxycortisol[r] + H2O[r] + NADP+[r]	Steroid metabolism	Pan	Absent
HMR_7930	c	NAD+[c] + pregnenolone[c] => H+[c] + NADH[c] + progesterone[c]	Steroid metabolism	Pan	Absent
HMR_7931	r	NAD+[r] + pregnenolone[r] => H+[r] + NADH[r] + progesterone[r]	Steroid metabolism	Pan	Absent
HMR_7932	r	H+[r] + NADPH[r] + O2[r] + progesterone[r] => 11-deoxycorticosterone[r] + H2O[r] + NADP+[r]	Steroid metabolism	Pan	Absent
HMR_7934	m	11-deoxycorticosterone[m] + H+[m] + NADPH[m] + 2 O2[m] => aldosterone[m] + 2 H2O[m] + NADP+[m]	Steroid metabolism	Pan	Absent
HMR_7937	r	H+[r] + NADPH[r] + O2[r] + progesterone[r] => 17alpha-hydroxyprogesterone[r] + H2O[r] + NADP+[r]	Steroid metabolism	Pan	Absent
HMR_7957	r	H+[r] + NADPH[r] + O2[r] + testosterone[r] => 19-hydroxytestosterone[r] + H2O[r] + NADP+[r]	Steroid metabolism	Pan	Absent
HMR_7973	c	17alpha-hydroxypregnenolone[c] + NAD+[c] => 17alpha-hydroxyprogesterone[c] + H+[c] + NADH[c]	Steroid metabolism	Pan	Absent
HMR_1944	c	H+[c] + NADPH[c] + O2[c] + pregnenolone[c] => 17alpha-hydroxypregnenolone[c] + H2O[c] + NADP+[c]	Androgen metabolism	Pan	Absent
HMR_1945	r	H+[r] + NADPH[r] + O2[r] + pregnenolone[r] => 17alpha-hydroxypregnenolone[r] + H2O[r] + NADP+[r]	Androgen metabolism	Pan	Absent
HMR_1958	c	17alpha-hydroxypregnenolone[c] + 2 H+[c] + 2 NADPH[c] + O2[c] => acetaldehyde[c] + dehydroepiandrosterone[c] + 2 H2O[c] + 2 NADP+[c]	Androgen metabolism	Pan	Absent
HMR_1959	c	17alpha-hydroxypregnenolone[c] + H+[c] + NADPH[c] + O2[c] => acetate[c] + dehydroepiandrosterone[c] + H2O[c] + NADP+[c]	Androgen metabolism	Pan	Absent
HMR_1978	c	5-alpha-dihydrotestosterone[c] + H+[c] + NADPH[c] <=> 5alpha-androstane-3alpha,17beta-diol[c] + NADP+[c]	Androgen metabolism	Pan	Absent
HMR_1982	c	17alpha-hydroxypregnenolone[c] + NAD+[c] => H+[c] + NADH[c] + pregn-5-ene-3,20-dione-17-ol[c]	Androgen metabolism	Pan	Absent
HMR_1983	c	pregn-5-ene-3,20-dione-17-ol[c] => 17alpha-hydroxyprogesterone[c]	Androgen metabolism	Pan	Absent
HMR_2014	c	4-androstene-3,17-dione[c] + H+[c] + NADPH[c] <=> 5alpha-androstane-3,17-dione[c] + NADP+[c]	Androgen metabolism	Pan	Absent
HMR_2016	c	5alpha-androstane-3,17-dione[c] + H+[c] + NADH[c] => androsterone[c] + NAD+[c]	Androgen metabolism	Pan	Absent
HMR_2018	c	5alpha-androstane-3,17-dione[c] + H+[c] + NADPH[c] => androsterone[c] + NADP+[c]	Androgen metabolism	Pan	Absent
HMR_2020	c	androsterone sulfate[c] + H2O[c] <=> androsterone[c] + sulfate[c]	Androgen metabolism	Pan	Absent
HMR_2022	c	5-alpha-dihydrotestosterone[c] + NADH[c] <=> androstenediol[c] + H+[c] + NAD+[c]	Androgen metabolism	Pan	Absent
HMR_2024	r	5-alpha-dihydrotestosterone[r] + NADH[r] <=> androstenediol[r] + H+[r] + NAD+[r]	Androgen metabolism	Pan	Absent
HMR_2050	l	estrone[l] + H+[l] + NADPH[l] + O2[l] => 4-hydroxyestrone[l] + H2O[l] + NADP+[l]	Estrogen metabolism	Pan	Absent
HMR_2056	l	estrone[l] + H+[l] + NADPH[l] + O2[l] => 2-hydroxyestrone[l] + H2O[l] + NADP+[l]	Estrogen metabolism	Pan	Absent
HMR_2062	l	2-hydroxyestrone[l] + H2O2[l] <=> estrone-2,3-semiquinone[l] + 2 H+[l] + H2O[l]	Estrogen metabolism	Pan	Absent
HMR_2077	l	4-hydroxyestrone[l] + H2O2[l] <=> estrone-3,4-semiquinone[l] + 2 H+[l] + H2O[l]	Estrogen metabolism	Pan	Absent
HMR_3538	l	cholesterol-ester-laur[l] + H2O[l] => cholesterol[l] + lauric acid[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3539	l	cholesterol-ester-tridec[l] + H2O[l] => cholesterol[l] + tridecylic acid[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3541	l	cholesterol-ester-9-tetrade[l] + H2O[l] => (9E)-tetradecenoic acid[l] + cholesterol[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3542	l	cholesterol-ester-7-tetrade[l] + H2O[l] => (7Z)-tetradecenoic acid[l] + cholesterol[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3543	l	cholesterol-ester-5-tetra[l] + H2O[l] => cholesterol[l] + physeteric acid[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3544	l	cholesterol-ester-penta[l] + H2O[l] => cholesterol[l] + pentadecylic acid[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3547	l	cholesterol-ester-palmn[l] + H2O[l] => cholesterol[l] + palmitolate[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3548	l	cholesterol-ester-hepta[l] + H2O[l] => cholesterol[l] + margaric acid[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3549	l	cholesterol-ester-10-hepta[l] + H2O[l] => (10Z)-heptadecenoic acid[l] + cholesterol[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3550	l	cholesterol-ester-9-heptade[l] + H2O[l] => 9-heptadecylenic acid[l] + cholesterol[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3553	l	cholesterol-ester-13-octade[l] + H2O[l] => (13Z)-octadecenoic acid[l] + cholesterol[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3554	l	cholesterol-ester-cis-vac[l] + H2O[l] => cholesterol[l] + cis-vaccenic acid[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3555	l	cholesterol-ester-9-octa[l] + H2O[l] => cholesterol[l] + elaidate[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3556	l	cholesterol-ester-7-octade[l] + H2O[l] => (7Z)-octadecenoic acid[l] + cholesterol[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3557	l	cholesterol-ester-6,9-octa[l] + H2O[l] => (6Z,9Z)-octadecadienoic acid[l] + cholesterol[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3558	l	cholesterol-ester-nanode[l] + H2O[l] => cholesterol[l] + nonadecylic acid[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3559	l	cholesterol-ester-eico[l] + H2O[l] => cholesterol[l] + eicosanoate[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3560	l	cholesterol-ester-13-eicose[l] + H2O[l] => (13Z)-eicosenoic acid[l] + cholesterol[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3561	l	cholesterol-ester-11-eico[l] + H2O[l] => cholesterol[l] + cis-gondoic acid[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
HMR_3562	l	cholesterol-ester-9-eicose[l] + H2O[l] => 9-eicosenoic acid[l] + cholesterol[l]	Formation and hydrolysis of cholesterol esters	Pan	Absent
