RxnID	Comps	Eq	Subs	Type	nModelsXGPR.rxnMaxInAnyGPR	Class
HMR_5137	c	ATP[c] + glutamate[c] + tRNA(glu)[c] => AMP[c] + L-glutamyl-tRNA(glu)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5138	c	ATP[c] + glycine[c] + tRNA(gly)[c] => AMP[c] + glycyl-tRNA(gly)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5139	c	ATP[c] + histidine[c] + tRNA(his)[c] => AMP[c] + L-histidyl-tRNA(his)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5140	c	ATP[c] + isoleucine[c] + tRNA(ile)[c] => AMP[c] + L-isoleucyl-tRNA(ile)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5141	c	ATP[c] + leucine[c] + tRNA(leu)[c] => AMP[c] + L-leucyl-tRNA(leu)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5142	c	ATP[c] + lysine[c] + tRNA(lys)[c] => AMP[c] + L-lysyl-tRNA(lys)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5143	c	ATP[c] + methionine[c] + tRNA(met)[c] => AMP[c] + L-methionyl-tRNA(met)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5145	c	ATP[c] + phenylalanine[c] + tRNA(phe)[c] => AMP[c] + L-phenylalanyl-tRNA(phe)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5146	c	ATP[c] + proline[c] + tRNA(pro)[c] => AMP[c] + L-prolyl-tRNA(pro)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5147	c	ATP[c] + serine[c] + tRNA(ser)[c] => AMP[c] + L-seryl-tRNA(ser)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5148	c	ATP[c] + threonine[c] + tRNA(thr)[c] => AMP[c] + L-threonyl-tRNA(thr)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_5149	c	ATP[c] + tRNA(trp)[c] + tryptophan[c] => AMP[c] + L-tryptophanyl-tRNA(trp)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	916	Universal
HMR_5150	c	ATP[c] + tRNA(val)[c] + valine[c] => AMP[c] + L-valyl-tRNA(val)[c] + PPi[c]	Aminoacyl-tRNA biosynthesis	Core	917	Universal
HMR_1532	c	PPi[c] + trans,trans,cis-geranyl-geranyl-pp[c] <=> dimethylallyl-PP[c] + farnesyl-PP[c]	N-glycan metabolism	Core	917	Universal
HMR_7580	s	H2O[s] + PA6[s] => 6-deoxy-L-galactose[s] + de-Fuc form of PA6[s]	N-glycan metabolism	Core	916	Universal
HMR_7617	c	[protein]-L-tyrosine[c] + ATP[c] => [protein]-tyrosine-phosphate[c] + ADP[c]	Protein modification	Core	917	Universal
HMR_7618	c	[protein]-tyrosine-phosphate[c] + H2O[c] => [protein]-L-tyrosine[c] + Pi[c]	Protein modification	Core	917	Universal
HMR_5407	s	CO2[s] + H2O[s] <=> carbonate[s]	Nitrogen metabolism	Core	916	Universal
HMR_4084	c	H2O[c] + PAP[c] => AMP[c] + Pi[c]	Sulfur metabolism	Core	916	Universal
HMR_4187	c	H2O[c] + PAPS[c] => adenylyl sulfate[c] + Pi[c]	Sulfur metabolism	Core	916	Universal
HMR_8662	m	CoA[m] + GTP[m] + itaconate[m] <=> GDP[m] + itaconyl-CoA[m] + Pi[m]	C5-branched dibasic acid metabolism	Core	917	Universal
HMR_8663	m	ADP[m] + itaconyl-CoA[m] + Pi[m] <=> ATP[m] + CoA[m] + itaconate[m]	C5-branched dibasic acid metabolism	Core	917	Universal
HMR_8667	m	ADP[m] + mesaconyl-CoA[m] + Pi[m] <=> ATP[m] + CoA[m] + mesaconate[m]	C5-branched dibasic acid metabolism	Core	917	Universal
HMR_8668	m	CoA[m] + GTP[m] + mesaconate[m] <=> GDP[m] + mesaconyl-CoA[m] + Pi[m]	C5-branched dibasic acid metabolism	Core	917	Universal
HMR_0710	c	isocitrate[c] + NADP+[c] => AKG[c] + CO2[c] + H+[c] + NADPH[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_3957	m	isocitrate[m] + NAD+[m] => AKG[m] + CO2[m] + H+[m] + NADH[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_3958	m	isocitrate[m] + NADP+[m] => AKG[m] + CO2[m] + H+[m] + NADPH[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4111	c	oxalosuccinate[c] => AKG[c] + CO2[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4112	m	oxalosuccinate[m] => AKG[m] + CO2[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4139	c	H+[c] + NADH[c] + OAA[c] <=> malate[c] + NAD+[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4141	m	H+[m] + NADH[m] + OAA[m] <=> malate[m] + NAD+[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4145	m	citrate[m] + CoA[m] <=> acetyl-CoA[m] + H2O[m] + OAA[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4147	m	CoA[m] + GTP[m] + succinate[m] <=> GDP[m] + Pi[m] + succinyl-CoA[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4152	m	ADP[m] + Pi[m] + succinyl-CoA[m] <=> ATP[m] + CoA[m] + succinate[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4209	m	AKG[m] + thiamin-PP[m] => 3-carboxy-1-hydroxypropyl-ThPP[m] + CO2[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4408	c	fumarate[c] + H2O[c] <=> malate[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4410	m	fumarate[m] + H2O[m] <=> malate[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4454	c	citrate[c] <=> isocitrate[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	916	Universal
HMR_4456	m	citrate[m] <=> isocitrate[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4458	m	cis-aconitate[m] + H2O[m] <=> citrate[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4585	c	H+[c] + NADPH[c] + oxalosuccinate[c] <=> isocitrate[c] + NADP+[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4586	m	H+[m] + NADPH[m] + oxalosuccinate[m] <=> isocitrate[m] + NADP+[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4587	p	H+[p] + NADPH[p] + oxalosuccinate[p] <=> isocitrate[p] + NADP+[p]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4588	m	H+[m] + NADH[m] + oxalosuccinate[m] <=> isocitrate[m] + NAD+[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4589	m	cis-aconitate[m] + H2O[m] <=> isocitrate[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_4652	m	fumarate[m] + ubiquinol[m] <=> succinate[m] + ubiquinone[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_5297	m	AKG[m] + CoA[m] + NAD+[m] => CO2[m] + H+[m] + NADH[m] + succinyl-CoA[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_6411	m	AKG[m] + lipoamide[m] => CO2[m] + S-succinyldihydrolipoamide[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_6413	m	3-carboxy-1-hydroxypropyl-ThPP[m] + lipoamide[m] => S-succinyldihydrolipoamide[m] + thiamin-PP[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_6414	m	CoA[m] + S-succinyldihydrolipoamide[m] <=> dihydrolipoamide[m] + succinyl-CoA[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_8743	m	FADH2[m] + fumarate[m] <=> FAD[m] + succinate[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_8773	c	D-xylulose-1-phosphate[c] <=> DHAP[c] + glycolaldehyde[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Core	917	Universal
HMR_3977	c	H2O[c] + PPi[c] => 2 Pi[c]	Oxidative phosphorylation	Core	917	Universal
HMR_6911	m	FADH2[m] + ubiquinone[m] <=> FAD[m] + ubiquinol[m]	Oxidative phosphorylation	Core	917	Universal
HMR_6912	m	H2O[m] + PPi[m] => 2 Pi[m]	Oxidative phosphorylation	Core	917	Universal
HMR_6914	m	4 ferrocytochrome C[m] + 8 H+[m] + O2[m] => 4 ferricytochrome C[m] + 4 H+[c] + 2 H2O[m]	Oxidative phosphorylation	Core	917	Universal
HMR_6916	m	ADP[m] + 4 H+[c] + Pi[m] => ATP[m] + 4 H+[m] + H2O[m]	Oxidative phosphorylation	Core	917	Universal
HMR_6918	m	2 ferricytochrome C[m] + 2 H+[m] + ubiquinol[m] => 2 ferrocytochrome C[m] + 4 H+[c] + ubiquinone[m]	Oxidative phosphorylation	Core	917	Universal
HMR_6921	m	5 H+[m] + NADH[m] + ubiquinone[m] => 4 H+[c] + NAD+[m] + ubiquinol[m]	Oxidative phosphorylation	Core	917	Universal
HMR_3980	c	2 H2O2[c] => 2 H2O[c] + O2[c]	ROS detoxification	Core	913	Universal
HMR_3982	m	2 H2O2[m] => 2 H2O[m] + O2[m]	ROS detoxification	Core	913	Universal
HMR_0188	c	AMP[c] + lauroyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + lauric acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0192	c	AMP[c] + PPi[c] + tridecanoyl-CoA[c] <=> ATP[c] + CoA[c] + tridecylic acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0196	c	AMP[c] + myristoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + myristic acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0200	c	(9E)-tetradecenoic acid[c] + ATP[c] + CoA[c] <=> (9E)-tetradecenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0204	c	(7Z)-tetradecenoic acid[c] + ATP[c] + CoA[c] <=> (7Z)-tetradecenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0209	c	5-tetradecenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + physeteric acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0213	c	AMP[c] + pentadecanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + pentadecylic acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0217	c	AMP[c] + palmitoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + palmitate[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0226	c	AMP[c] + palmitoleoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + palmitolate[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0233	c	7-hexadecenoyl-CoA[c] + AMP[c] + PPi[c] <=> 7-palmitoleic acid[c] + ATP[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0237	c	AMP[c] + heptadecanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + margaric acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0241	c	(10Z)-heptadecenoic acid[c] + ATP[c] + CoA[c] <=> (10Z)-heptadecenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0245	c	9-heptadecenoyl-CoA[c] + AMP[c] + PPi[c] <=> 9-heptadecylenic acid[c] + ATP[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0249	c	AMP[c] + PPi[c] + stearoyl-CoA[c] <=> ATP[c] + CoA[c] + stearate[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0255	c	(13Z)-octadecenoic acid[c] + ATP[c] + CoA[c] <=> (13Z)-octadecenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0259	c	AMP[c] + cis-vaccenoyl-CoA[c] + PPi[c] <=> ATP[c] + cis-vaccenic acid[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0263	c	ATP[c] + CoA[c] + oleate[c] => AMP[c] + oleoyl-CoA[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0267	c	(9E)-octadecenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + elaidate[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0271	c	(13Z)-octadecenoyl-CoA[c] + AMP[c] + PPi[c] <=> (7Z)-octadecenoic acid[c] + ATP[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0275	c	(6Z,9Z)-octadecadienoic acid[c] + ATP[c] + CoA[c] <=> (6Z,9Z)-octadecadienoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0279	c	AMP[c] + nonadecanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + nonadecylic acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0283	c	AMP[c] + eicosanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + eicosanoate[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0289	c	(13Z)-eicosenoic acid[c] + ATP[c] + CoA[c] <=> (13Z)-eicosenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0293	c	(11Z)-eicosenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + cis-gondoic acid[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0297	c	9-eicosenoic acid[c] + ATP[c] + CoA[c] <=> 9-eicosenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0301	c	(8Z,11Z)-eicosadienoyl-CoA[c] + AMP[c] + PPi[c] <=> 8,11-eicosadienoic acid[c] + ATP[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0305	c	(5Z,8Z,11Z)-eicosatrienoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + mead acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0309	c	AMP[c] + heneicosanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + henicosanoic acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0313	c	AMP[c] + docosanoyl-CoA[c] + PPi[c] <=> ATP[c] + behenic acid[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0319	c	(13Z)-docosenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + cis-erucic acid[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0323	c	(11Z)-docosenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + cis-cetoleic acid[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0327	c	AMP[c] + PPi[c] + tricosanoyl-CoA[c] <=> ATP[c] + CoA[c] + tricosanoic acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0331	c	AMP[c] + PPi[c] + tetracosanoyl-CoA[c] <=> ATP[c] + CoA[c] + lignocerate[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0337	c	(15Z)-tetracosenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + nervonic acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0341	c	AMP[c] + hexacosanoyl-CoA[c] + PPi[c] <=> ATP[c] + cerotic acid[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0345	c	AMP[c] + hexacosenoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + ximenic acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0349	c	AMP[c] + linolenoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + linolenate[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0353	c	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + stearidonic acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0357	c	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + omega-3-arachidonic acid[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0361	c	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + EPA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0365	c	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + DPA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0369	c	(9Z,12Z,15Z,18Z,21Z)-TPA[c] + ATP[c] + CoA[c] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0373	c	(6Z,9Z,12Z,15Z,18Z,21Z)-THA[c] + ATP[c] + CoA[c] <=> (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0377	c	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + DHA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0381	c	(11Z,14Z,17Z)-eicosatrienoic acid[c] + ATP[c] + CoA[c] <=> (11Z,14Z,17Z)-eicosatrienoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0385	c	13,16,19-docosatrienoic acid[c] + ATP[c] + CoA[c] <=> 13,16,19-docosatrienoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0389	c	10,13,16,19-docosatetraenoic acid[c] + ATP[c] + CoA[c] <=> 10,13,16,19-docosatetraenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0393	c	12,15,18,21-tetracosatetraenoic acid[c] + ATP[c] + CoA[c] <=> 12,15,18,21-tetracosatetraenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0397	c	AMP[c] + linoleoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + linoleate[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0401	c	AMP[c] + gamma-linolenoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + gamma-linolenate[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0405	c	AMP[c] + dihomo-gamma-linolenoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + dihomo-gamma-linolenate[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0409	c	AMP[c] + arachidonyl-CoA[c] + PPi[c] <=> arachidonate[c] + ATP[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0413	c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + AMP[c] + PPi[c] <=> adrenic acid[c] + ATP[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0417	c	(9Z,12Z,15Z,18Z)-TTA[c] + ATP[c] + CoA[c] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0421	c	(6Z,9Z,12Z,15Z,18Z)-TPA[c] + ATP[c] + CoA[c] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0425	c	(4Z,7Z,10Z,13Z,16Z)-DPA[c] + ATP[c] + CoA[c] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0429	c	(11Z,14Z)-eicosadienoic acid[c] + ATP[c] + CoA[c] <=> (11Z,14Z)-eicosadienoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0433	c	(13Z,16Z)-docosadienoic acid[c] + ATP[c] + CoA[c] <=> (13Z,16Z)-docosadienoyl-CoA[c] + AMP[c] + PPi[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_0437	c	10,13,16-docosatrienoyl-CoA[c] + AMP[c] + PPi[c] <=> 10,13,16-docosatriynoic acid[c] + ATP[c] + CoA[c]	Fatty acid activation (cytosolic)	Core	917	Universal
HMR_2942	r	AMP[r] + lauroyl-CoA[r] + PPi[r] <=> ATP[r] + CoA[r] + lauric acid[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2943	r	AMP[r] + PPi[r] + tridecanoyl-CoA[r] <=> ATP[r] + CoA[r] + tridecylic acid[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2944	r	AMP[r] + myristoyl-CoA[r] + PPi[r] <=> ATP[r] + CoA[r] + myristic acid[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2945	r	5-tetradecenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + physeteric acid[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2946	r	(9E)-tetradecenoic acid[r] + ATP[r] + CoA[r] <=> (9E)-tetradecenoyl-CoA[r] + AMP[r] + PPi[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2947	r	(7Z)-tetradecenoic acid[r] + ATP[r] + CoA[r] <=> (7Z)-tetradecenoyl-CoA[r] + AMP[r] + PPi[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2948	r	AMP[r] + pentadecanoyl-CoA[r] + PPi[r] <=> ATP[r] + CoA[r] + pentadecylic acid[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2949	r	AMP[r] + palmitoyl-CoA[r] + PPi[r] <=> ATP[r] + CoA[r] + palmitate[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2951	r	7-hexadecenoyl-CoA[r] + AMP[r] + PPi[r] <=> 7-palmitoleic acid[r] + ATP[r] + CoA[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2952	r	AMP[r] + palmitoleoyl-CoA[r] + PPi[r] <=> ATP[r] + CoA[r] + palmitolate[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2954	r	AMP[r] + heptadecanoyl-CoA[r] + PPi[r] <=> ATP[r] + CoA[r] + margaric acid[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2955	r	(10Z)-heptadecenoic acid[r] + ATP[r] + CoA[r] <=> (10Z)-heptadecenoyl-CoA[r] + AMP[r] + PPi[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2956	r	9-heptadecenoyl-CoA[r] + AMP[r] + PPi[r] <=> 9-heptadecylenic acid[r] + ATP[r] + CoA[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2957	r	AMP[r] + PPi[r] + stearoyl-CoA[r] <=> ATP[r] + CoA[r] + stearate[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2961	r	(9E)-octadecenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + elaidate[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2962	r	(13Z)-octadecenoic acid[r] + ATP[r] + CoA[r] <=> (13Z)-octadecenoyl-CoA[r] + AMP[r] + PPi[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2963	r	AMP[r] + cis-vaccenoyl-CoA[r] + PPi[r] <=> ATP[r] + cis-vaccenic acid[r] + CoA[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2964	r	(6Z,9Z)-octadecadienoic acid[r] + ATP[r] + CoA[r] <=> (6Z,9Z)-octadecadienoyl-CoA[r] + AMP[r] + PPi[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2965	r	AMP[r] + nonadecanoyl-CoA[r] + PPi[r] <=> ATP[r] + CoA[r] + nonadecylic acid[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2966	r	AMP[r] + eicosanoyl-CoA[r] + PPi[r] <=> ATP[r] + CoA[r] + eicosanoate[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2967	r	(11Z)-eicosenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + cis-gondoic acid[r] + CoA[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2968	r	(13Z)-eicosenoic acid[r] + ATP[r] + CoA[r] <=> (13Z)-eicosenoyl-CoA[r] + AMP[r] + PPi[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2969	r	9-eicosenoic acid[r] + ATP[r] + CoA[r] <=> 9-eicosenoyl-CoA[r] + AMP[r] + PPi[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2970	r	(8Z,11Z)-eicosadienoyl-CoA[r] + AMP[r] + PPi[r] <=> 8,11-eicosadienoic acid[r] + ATP[r] + CoA[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2971	r	(5Z,8Z,11Z)-eicosatrienoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + mead acid[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2972	r	AMP[r] + heneicosanoyl-CoA[r] + PPi[r] <=> ATP[r] + CoA[r] + henicosanoic acid[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
HMR_2973	r	AMP[r] + docosanoyl-CoA[r] + PPi[r] <=> ATP[r] + behenic acid[r] + CoA[r]	Fatty acid activation (endoplasmic reticular)	Core	917	Universal
