RxnID	Comps	Eq	Subs	Type	Class
HMR_5170	c	579 ATP[c] + 13 glycyl-tRNA(gly)[c] + 772 H2O[c] + 10 L-alanyl-tRNA(ala)[c] + 4 L-arginyl-tRNA(arg)[c] + 3 L-asparaginyl-tRNA(asn)[c] + 9 L-aspartyl-tRNA(asp)[c] + 8 L-cysteinyl-tRNA(cys)[c] + 4 L-glutaminyl-tRNA(gln)[c] + 11 L-glutamyl-tRNA(glu)[c] + 3 L-histidyl-tRNA(his)[c] + 12 L-isoleucyl-tRNA(ile)[c] + 28 L-leucyl-tRNA(leu)[c] + 11 L-lysyl-tRNA(lys)[c] + 4 L-methionyl-tRNA(met)[c] + 5 L-phenylalanyl-tRNA(phe)[c] + 19 L-prolyl-tRNA(pro)[c] + 20 L-seryl-tRNA(ser)[c] + 10 L-threonyl-tRNA(thr)[c] + 3 L-tryptophanyl-tRNA(trp)[c] + 4 L-tyrosyl-tRNA(tyr)[c] + 12 L-valyl-tRNA(val)[c] => 579 ADP[c] + GM2A[c] + 579 Pi[c] + 10 tRNA(ala)[c] + 4 tRNA(arg)[c] + 3 tRNA(asn)[c] + 9 tRNA(asp)[c] + 8 tRNA(cys)[c] + 4 tRNA(gln)[c] + 11 tRNA(glu)[c] + 13 tRNA(gly)[c] + 3 tRNA(his)[c] + 12 tRNA(ile)[c] + 28 tRNA(leu)[c] + 11 tRNA(lys)[c] + 4 tRNA(met)[c] + 5 tRNA(phe)[c] + 19 tRNA(pro)[c] + 20 tRNA(ser)[c] + 10 tRNA(thr)[c] + 3 tRNA(trp)[c] + 4 tRNA(tyr)[c] + 12 tRNA(val)[c]	Protein assembly	Pan	Facultative
HMR_5171	c	975 ATP[c] + 28 glycyl-tRNA(gly)[c] + 1300 H2O[c] + 38 L-alanyl-tRNA(ala)[c] + 23 L-arginyl-tRNA(arg)[c] + 5 L-asparaginyl-tRNA(asn)[c] + 14 L-aspartyl-tRNA(asp)[c] + 6 L-cysteinyl-tRNA(cys)[c] + 7 L-glutaminyl-tRNA(gln)[c] + 15 L-glutamyl-tRNA(glu)[c] + 10 L-histidyl-tRNA(his)[c] + 6 L-isoleucyl-tRNA(ile)[c] + 37 L-leucyl-tRNA(leu)[c] + 14 L-lysyl-tRNA(lys)[c] + 14 L-methionyl-tRNA(met)[c] + 10 L-phenylalanyl-tRNA(phe)[c] + 26 L-prolyl-tRNA(pro)[c] + 25 L-seryl-tRNA(ser)[c] + 10 L-threonyl-tRNA(thr)[c] + 3 L-tryptophanyl-tRNA(trp)[c] + 14 L-tyrosyl-tRNA(tyr)[c] + 20 L-valyl-tRNA(val)[c] => 975 ADP[c] + apocytochrome-C[c] + 975 Pi[c] + 38 tRNA(ala)[c] + 23 tRNA(arg)[c] + 5 tRNA(asn)[c] + 14 tRNA(asp)[c] + 6 tRNA(cys)[c] + 7 tRNA(gln)[c] + 15 tRNA(glu)[c] + 28 tRNA(gly)[c] + 10 tRNA(his)[c] + 6 tRNA(ile)[c] + 37 tRNA(leu)[c] + 14 tRNA(lys)[c] + 14 tRNA(met)[c] + 10 tRNA(phe)[c] + 26 tRNA(pro)[c] + 25 tRNA(ser)[c] + 10 tRNA(thr)[c] + 3 tRNA(trp)[c] + 14 tRNA(tyr)[c] + 20 tRNA(val)[c]	Protein assembly	Pan	Facultative
HMR_5172	c	1050 ATP[c] + 18 glycyl-tRNA(gly)[c] + 1400 H2O[c] + 22 L-alanyl-tRNA(ala)[c] + 12 L-arginyl-tRNA(arg)[c] + 12 L-asparaginyl-tRNA(asn)[c] + 26 L-aspartyl-tRNA(asp)[c] + 6 L-cysteinyl-tRNA(cys)[c] + 14 L-glutaminyl-tRNA(gln)[c] + 15 L-glutamyl-tRNA(glu)[c] + 9 L-histidyl-tRNA(his)[c] + 12 L-isoleucyl-tRNA(ile)[c] + 39 L-leucyl-tRNA(leu)[c] + 18 L-lysyl-tRNA(lys)[c] + 8 L-methionyl-tRNA(met)[c] + 20 L-phenylalanyl-tRNA(phe)[c] + 15 L-prolyl-tRNA(pro)[c] + 31 L-seryl-tRNA(ser)[c] + 25 L-threonyl-tRNA(thr)[c] + 7 L-tryptophanyl-tRNA(trp)[c] + 13 L-tyrosyl-tRNA(tyr)[c] + 28 L-valyl-tRNA(val)[c] => 1050 ADP[c] + glycogenin[c] + 1050 Pi[c] + 22 tRNA(ala)[c] + 12 tRNA(arg)[c] + 12 tRNA(asn)[c] + 26 tRNA(asp)[c] + 6 tRNA(cys)[c] + 14 tRNA(gln)[c] + 15 tRNA(glu)[c] + 18 tRNA(gly)[c] + 9 tRNA(his)[c] + 12 tRNA(ile)[c] + 39 tRNA(leu)[c] + 18 tRNA(lys)[c] + 8 tRNA(met)[c] + 20 tRNA(phe)[c] + 15 tRNA(pro)[c] + 31 tRNA(ser)[c] + 25 tRNA(thr)[c] + 7 tRNA(trp)[c] + 13 tRNA(tyr)[c] + 28 tRNA(val)[c]	Protein assembly	Pan	Facultative
HMR_7282	c	asparagine[c] => [protein]-L-asparagine[c] + H2O[c]	Protein modification	Pan	Facultative
HMR_7621	c	arginine[c] => [protein]-L-arginine[c] + H2O[c]	Protein modification	Pan	Facultative
HMR_7622	c	[protein]-L-arginine[c] + H2O[c] => [protein]-L-citrulline[c] + NH3[c]	Protein modification	Pan	Facultative
HMR_7624	c	[protein]-omega-N-(ADP-D-ribosyl)-L-arginine[c] + H2O[c] => [protein]-L-arginine[c] + ADP-ribose[c]	Protein modification	Pan	Facultative
HMR_7626	c	H2O[c] + N(omega)-(ADP-D-ribosyl)-L-arginine[c] => ADP-ribose[c] + arginine[c]	Protein modification	Pan	Facultative
HMR_5259	l	albumin[l] + 304 ATP[l] + 304 H2O[l] => 304 ADP[l] + 63 alanine[l] + 27 arginine[l] + 17 asparagine[l] + 36 aspartate[l] + 35 cysteine[l] + 62 glutamate[l] + 20 glutamine[l] + 13 glycine[l] + 16 histidine[l] + 9 isoleucine[l] + 64 leucine[l] + 60 lysine[l] + 7 methionine[l] + 35 phenylalanine[l] + 304 Pi[l] + 24 proline[l] + 28 serine[l] + 29 threonine[l] + 2 tryptophan[l] + 19 tyrosine[l] + 43 valine[l]	Protein degradation	Pan	Facultative
HMR_5261	l	antichymotrypsin[l] + 211 ATP[l] + 211 H2O[l] => 211 ADP[l] + 34 alanine[l] + 16 arginine[l] + 19 asparagine[l] + 25 aspartate[l] + 3 cysteine[l] + 29 glutamate[l] + 17 glutamine[l] + 16 glycine[l] + 9 histidine[l] + 20 isoleucine[l] + 59 leucine[l] + 26 lysine[l] + 14 methionine[l] + 25 phenylalanine[l] + 211 Pi[l] + 16 proline[l] + 30 serine[l] + 29 threonine[l] + 3 tryptophan[l] + 9 tyrosine[l] + 24 valine[l]	Protein degradation	Pan	Facultative
HMR_5263	l	antitrypsin[l] + 209 ATP[l] + 209 H2O[l] => 209 ADP[l] + 26 alanine[l] + 7 arginine[l] + 19 asparagine[l] + 24 aspartate[l] + 3 cysteine[l] + 32 glutamate[l] + 18 glutamine[l] + 24 glycine[l] + 13 histidine[l] + 20 isoleucine[l] + 51 leucine[l] + 34 lysine[l] + 10 methionine[l] + 27 phenylalanine[l] + 209 Pi[l] + 19 proline[l] + 25 serine[l] + 30 threonine[l] + 3 tryptophan[l] + 6 tyrosine[l] + 27 valine[l]	Protein degradation	Pan	Facultative
HMR_5274	l	203 ATP[l] + 203 H2O[l] + haptoglobin[l] => 203 ADP[l] + 30 alanine[l] + 9 arginine[l] + 21 asparagine[l] + 25 aspartate[l] + 12 cysteine[l] + 25 glutamate[l] + 17 glutamine[l] + 31 glycine[l] + 13 histidine[l] + 18 isoleucine[l] + 31 leucine[l] + 35 lysine[l] + 5 methionine[l] + 8 phenylalanine[l] + 203 Pi[l] + 21 proline[l] + 18 serine[l] + 22 threonine[l] + 8 tryptophan[l] + 21 tyrosine[l] + 36 valine[l]	Protein degradation	Pan	Facultative
HMR_5276	l	405 ATP[l] + 405 H2O[l] + plasminogen[l] => 405 ADP[l] + 37 alanine[l] + 42 arginine[l] + 40 asparagine[l] + 36 aspartate[l] + 48 cysteine[l] + 56 glutamate[l] + 31 glutamine[l] + 62 glycine[l] + 24 histidine[l] + 22 isoleucine[l] + 48 leucine[l] + 49 lysine[l] + 11 methionine[l] + 21 phenylalanine[l] + 405 Pi[l] + 69 proline[l] + 56 serine[l] + 61 threonine[l] + 19 tryptophan[l] + 30 tyrosine[l] + 48 valine[l]	Protein degradation	Pan	Facultative
HMR_5278	l	311 ATP[l] + 311 H2O[l] + prothrombin[l] => 311 ADP[l] + 42 alanine[l] + 44 arginine[l] + 25 asparagine[l] + 35 aspartate[l] + 26 cysteine[l] + 51 glutamate[l] + 26 glutamine[l] + 49 glycine[l] + 13 histidine[l] + 22 isoleucine[l] + 51 leucine[l] + 29 lysine[l] + 9 methionine[l] + 21 phenylalanine[l] + 311 Pi[l] + 33 proline[l] + 38 serine[l] + 36 threonine[l] + 14 tryptophan[l] + 21 tyrosine[l] + 37 valine[l]	Protein degradation	Pan	Facultative
HMR_5280	l	[apotransferin][l] + 349 ATP[l] + 349 H2O[l] => 349 ADP[l] + 61 alanine[l] + 27 arginine[l] + 34 asparagine[l] + 45 aspartate[l] + 40 cysteine[l] + 42 glutamate[l] + 17 glutamine[l] + 52 glycine[l] + 19 histidine[l] + 15 isoleucine[l] + 65 leucine[l] + 58 lysine[l] + 10 methionine[l] + 28 phenylalanine[l] + 349 Pi[l] + 32 proline[l] + 41 serine[l] + 30 threonine[l] + 8 tryptophan[l] + 26 tyrosine[l] + 48 valine[l]	Protein degradation	Pan	Facultative
HMR_5282	l	apoE[l] + 158 ATP[l] + 158 H2O[l] => 158 ADP[l] + 39 alanine[l] + 34 arginine[l] + asparagine[l] + 11 aspartate[l] + 2 cysteine[l] + 40 glutamate[l] + 32 glutamine[l] + 18 glycine[l] + 2 histidine[l] + 2 isoleucine[l] + 41 leucine[l] + 13 lysine[l] + 8 methionine[l] + 4 phenylalanine[l] + 158 Pi[l] + 8 proline[l] + 14 serine[l] + 12 threonine[l] + 8 tryptophan[l] + 4 tyrosine[l] + 24 valine[l]	Protein degradation	Pan	Facultative
HMR_5284	l	apoA1[l] + 133 ATP[l] + 133 H2O[l] => 133 ADP[l] + 23 alanine[l] + 17 arginine[l] + 5 asparagine[l] + 16 aspartate[l] + 30 glutamate[l] + 19 glutamine[l] + 11 glycine[l] + 6 histidine[l] + 41 leucine[l] + 22 lysine[l] + 4 methionine[l] + 8 phenylalanine[l] + 133 Pi[l] + 10 proline[l] + 16 serine[l] + 12 threonine[l] + 5 tryptophan[l] + 7 tyrosine[l] + 15 valine[l]	Protein degradation	Pan	Facultative
HMR_5285	l	142 ATP[l] + 142 H2O[l] + STAR[l] => 142 ADP[l] + 21 alanine[l] + 20 arginine[l] + 11 asparagine[l] + 10 aspartate[l] + 5 cysteine[l] + 22 glutamate[l] + 17 glutamine[l] + 21 glycine[l] + 6 histidine[l] + 10 isoleucine[l] + 31 leucine[l] + 19 lysine[l] + 12 methionine[l] + 6 phenylalanine[l] + 142 Pi[l] + 12 proline[l] + 20 serine[l] + 12 threonine[l] + 5 tryptophan[l] + 4 tyrosine[l] + 21 valine[l]	Protein degradation	Pan	Facultative
HMR_5286	l	96 ATP[l] + GM2A[l] + 96 H2O[l] => 96 ADP[l] + 10 alanine[l] + 4 arginine[l] + 3 asparagine[l] + 9 aspartate[l] + 8 cysteine[l] + 11 glutamate[l] + 4 glutamine[l] + 13 glycine[l] + 3 histidine[l] + 12 isoleucine[l] + 28 leucine[l] + 11 lysine[l] + 4 methionine[l] + 5 phenylalanine[l] + 96 Pi[l] + 19 proline[l] + 20 serine[l] + 10 threonine[l] + 3 tryptophan[l] + 4 tyrosine[l] + 12 valine[l]	Protein degradation	Pan	Facultative
HMR_5287	l	apocytochrome-C[l] + 162 ATP[l] + 162 H2O[l] => 162 ADP[l] + 38 alanine[l] + 23 arginine[l] + 5 asparagine[l] + 14 aspartate[l] + 6 cysteine[l] + 15 glutamate[l] + 7 glutamine[l] + 28 glycine[l] + 10 histidine[l] + 6 isoleucine[l] + 37 leucine[l] + 14 lysine[l] + 14 methionine[l] + 10 phenylalanine[l] + 162 Pi[l] + 26 proline[l] + 25 serine[l] + 10 threonine[l] + 3 tryptophan[l] + 14 tyrosine[l] + 20 valine[l]	Protein degradation	Pan	Facultative
HMR_5288	c	175 ATP[c] + glycogenin[c] + 175 H2O[c] => 175 ADP[c] + 22 alanine[c] + 12 arginine[c] + 12 asparagine[c] + 26 aspartate[c] + 6 cysteine[c] + 15 glutamate[c] + 14 glutamine[c] + 18 glycine[c] + 9 histidine[c] + 12 isoleucine[c] + 39 leucine[c] + 18 lysine[c] + 8 methionine[c] + 20 phenylalanine[c] + 175 Pi[c] + 15 proline[c] + 31 serine[c] + 25 threonine[c] + 7 tryptophan[c] + 13 tyrosine[c] + 28 valine[c]	Protein degradation	Pan	Facultative
HMR_5291	l	237 ATP[l] + 237 H2O[l] + LPL[l] => 237 ADP[l] + 34 alanine[l] + 22 arginine[l] + 20 asparagine[l] + 22 aspartate[l] + 10 cysteine[l] + 31 glutamate[l] + 13 glutamine[l] + 32 glycine[l] + 16 histidine[l] + 25 isoleucine[l] + 38 leucine[l] + 35 lysine[l] + 7 methionine[l] + 21 phenylalanine[l] + 237 Pi[l] + 20 proline[l] + 43 serine[l] + 25 threonine[l] + 9 tryptophan[l] + 17 tyrosine[l] + 35 valine[l]	Protein degradation	Pan	Facultative
HMR_3851	c	3-sulfinylpyruvic acid[c] + H2O[c] => pyruvate[c] + sulfite[c]	Sulfur metabolism	Pan	Facultative
HMR_3861	c	3-sulfinoalanine[c] + AKG[c] => 3-sulfinylpyruvic acid[c] + glutamate[c]	Sulfur metabolism	Pan	Facultative
HMR_3866	m	3-sulfinylpyruvic acid[m] + H2O[m] => pyruvate[m] + sulfite[m]	Sulfur metabolism	Pan	Facultative
HMR_3915	c	SAM[c] + THF[c] => 5-methyl-THF[c] + SAH[c]	Sulfur metabolism	Pan	Facultative
HMR_4701	c	dimethylglycine[c] + SAH[c] => SAM[c] + sarcosine[c]	Sulfur metabolism	Pan	Facultative
HMR_4840	c	H2O[c] + H2S2O3[c] => H2S[c] + sulfate[c]	Sulfur metabolism	Pan	Facultative
HMR_8664	m	(3S)-citramalyl-CoA[m] <=> H2O[m] + itaconyl-CoA[m]	C5-branched dibasic acid metabolism	Pan	Facultative
HMR_8665	m	(3S)-citramalyl-CoA[m] <=> H2O[m] + mesaconyl-CoA[m]	C5-branched dibasic acid metabolism	Pan	Facultative
HMR_3787	m	acetoacetate[m] + succinyl-CoA[m] => acetoacetyl-CoA[m] + succinate[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_4113	p	oxalosuccinate[p] => AKG[p] + CO2[p]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_4149	c	ATP[c] + citrate[c] + CoA[c] => acetyl-CoA[c] + ADP[c] + OAA[c] + Pi[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_4465	c	H+[c] + hydroxypyruvate[c] + NADPH[c] => glycerate[c] + NADP+[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_5294	m	citrate[m] => acetate[m] + OAA[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_7706	p	glycolate[p] + O2[p] => glyoxalate[p] + H2O2[p]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_8772	c	ATP[c] + D-xylulose[c] => ADP[c] + D-xylulose-1-phosphate[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_8774	c	hydroxypyruvate[c] => CO2[c] + glycolaldehyde[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_8775	c	glycolaldehyde[c] + H2O[c] + NAD+[c] => glycolate[c] + H+[c] + NADH[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_8777	m	hydroxypyruvate[m] => CO2[m] + glycolaldehyde[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_8778	m	glycolaldehyde[m] + H2O[m] + NAD+[m] => glycolate[m] + H+[m] + NADH[m]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_8780	c	glyoxalate[c] + H2O[c] + NAD+[c] => H+[c] + NADH[c] + oxalate[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_8781	c	ATP[c] + glycerate[c] => 2-phospho-D-glycerate[c] + ADP[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_8782	c	H+[c] + hydroxypyruvate[c] + NADH[c] => glycerate[c] + NAD+[c]	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Pan	Facultative
HMR_3975	r	H2O[r] + PPi[r] => 2 Pi[r]	Oxidative phosphorylation	Pan	Facultative
HMR_3979	p	H2O[p] + PPi[p] => 2 Pi[p]	Oxidative phosphorylation	Pan	Facultative
HMR_3960	c	2 H+[c] + 2 O2-[c] => H2O2[c] + O2[c]	ROS detoxification	Pan	Facultative
HMR_4767	r	bilirubin[r] + bilirubin-bisglucuronoside[r] => 2 bilirubin-monoglucuronoside[r]	ROS detoxification	Pan	Facultative
HMR_6608	c	hydroxide[c] <=> hydroxyl radical[c]	ROS detoxification	Pan	Facultative
HMR_8409	s	2 H+[s] + 2 O2-[s] => H2O2[s] + O2[s]	ROS detoxification	Pan	Facultative
HMR_8410	m	2 H+[m] + 2 O2-[m] => H2O2[m] + O2[m]	ROS detoxification	Pan	Facultative
HMR_8413	n	2 H+[n] + 2 O2-[n] => H2O2[n] + O2[n]	ROS detoxification	Pan	Facultative
HMR_8415	p	2 H+[p] + 2 O2-[p] => H2O2[p] + O2[p]	ROS detoxification	Pan	Facultative
HMR_0156	c	AMP[c] + butyryl-CoA[c] + PPi[c] <=> ATP[c] + butyrate[c] + CoA[c]	Fatty acid activation (cytosolic)	Pan	Facultative
HMR_0165	c	AMP[c] + pentanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + valeric acid[c]	Fatty acid activation (cytosolic)	Pan	Facultative
HMR_0168	c	AMP[c] + hexanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + hexanoic acid[c]	Fatty acid activation (cytosolic)	Pan	Facultative
HMR_0171	c	AMP[c] + heptanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + heptylic acid[c]	Fatty acid activation (cytosolic)	Pan	Facultative
HMR_0174	c	AMP[c] + octanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + octanoic acid[c]	Fatty acid activation (cytosolic)	Pan	Facultative
HMR_0177	c	AMP[c] + nonanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + nonanoic acid[c]	Fatty acid activation (cytosolic)	Pan	Facultative
HMR_0180	c	AMP[c] + decanoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + decanoic acid[c]	Fatty acid activation (cytosolic)	Pan	Facultative
HMR_0184	c	AMP[c] + PPi[c] + undecanoyl-CoA[c] <=> ATP[c] + CoA[c] + undecylic acid[c]	Fatty acid activation (cytosolic)	Pan	Facultative
HMR_2959	r	ATP[r] + CoA[r] + oleate[r] => AMP[r] + oleoyl-CoA[r] + PPi[r]	Fatty acid activation (endoplasmic reticular)	Pan	Facultative
HMR_4295	m	acetyl-CoA[m] + ATP[m] + H+[m] + HCO3-[m] => ADP[m] + malonyl-CoA[m] + Pi[m]	Fatty acid biosynthesis (even-chain)	Pan	Facultative
HMR_0709	p	H2O[p] + palmitoyl-CoA[p] => CoA[p] + palmitate[p]	Fatty acid transfer reactions	Pan	Facultative
HMR_2172	c	dodecanoyl-[ACP][c] + H2O[c] => [ACP][c] + lauric acid[c]	Fatty acid transfer reactions	Pan	Facultative
HMR_2177	c	H2O[c] + tetradecanoyl-[ACP][c] => [ACP][c] + myristic acid[c]	Fatty acid transfer reactions	Pan	Facultative
HMR_2248	c	H2O[c] + tridecanoyl-[ACP][c] => [ACP][c] + tridecylic acid[c]	Fatty acid transfer reactions	Pan	Facultative
HMR_2253	c	H2O[c] + pentadecanoyl-[ACP][c] => [ACP][c] + pentadecylic acid[c]	Fatty acid transfer reactions	Pan	Facultative
HMR_2440	c	linoleate[c] + O2[c] => 13(S)-HPODE[c]	Linoleate metabolism	Pan	Facultative
HMR_2441	c	13(S)-HPODE[c] + H+[c] + NADPH[c] => 13(S)-HODE[c] + H2O[c] + NADP+[c]	Linoleate metabolism	Pan	Facultative
HMR_2442	c	13(S)-HPODE[c] + H2O[c] <=> 4-hydroperoxy-2-nonenal[c] + nonanoic acid[c]	Linoleate metabolism	Pan	Facultative
HMR_2443	c	13(S)-HPODE[c] + ferricytochrome C[c] <=> 13-oxy-radical-octadecadienoate[c] + ferrocytochrome C[c] + H+[c]	Linoleate metabolism	Pan	Facultative
HMR_2445	c	12,13-epoxylinoleic acid-radical[c] <=> 13-oxy-radical-octadecadienoate[c]	Linoleate metabolism	Pan	Facultative
HMR_2446	c	12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate[c] + monodehydroascorbate[c] <=> 12,13-epoxylinoleic acid-radical[c] + ascorbate[c] + O2[c]	Linoleate metabolism	Pan	Facultative
HMR_2447	c	12,13-epoxy-9-alkoxy-(10E)-octadecenoate[c] + ferricytochrome C[c] + H+[c] <=> 12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate[c] + ferrocytochrome C[c]	Linoleate metabolism	Pan	Facultative
HMR_2451	c	1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether[c] <=> 4-oxo-2-nonenal[c] + azelaic acid[c] + 2 H+[c]	Linoleate metabolism	Pan	Facultative
HMR_2452	c	1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether[c] <=> 3,4-epoxynonanal[c] + azelaic acid[c]	Linoleate metabolism	Pan	Facultative
HMR_2453	c	4-hydroperoxy-2-nonenal[c] <=> 4-oxo-2-nonenal[c] + H2O[c]	Linoleate metabolism	Pan	Facultative
HMR_2454	c	3,4-epoxynonanal[c] <=> 4-hydroxy-2-nonenal[c]	Linoleate metabolism	Pan	Facultative
HMR_2456	r	H+[r] + linoleate[r] + NADPH[r] + O2[r] => 9(10)-EpOME[r] + H2O[r] + NADP+[r]	Linoleate metabolism	Pan	Facultative
HMR_2458	r	H+[r] + linoleate[r] + NADPH[r] + O2[r] => 12(13)-EpOME[r] + H2O[r] + NADP+[r]	Linoleate metabolism	Pan	Facultative
HMR_2463	c	10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide[c] + UDP[c] <=> 9,10-hydroxyoctadec-12(Z)-enoate[c] + UDP-glucuronate[c]	Linoleate metabolism	Pan	Facultative
HMR_2464	r	9,10-hydroxyoctadec-12(Z)-enoate[r] + UDP-glucuronate[r] => 10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide[r] + UDP[r]	Linoleate metabolism	Pan	Facultative
HMR_2467	c	12,13-hydroxyoctadec-9(z)-enoate[c] + UDP-glucuronate[c] <=> 12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate[c] + UDP[c]	Linoleate metabolism	Pan	Facultative
HMR_2468	r	12,13-hydroxyoctadec-9(z)-enoate[r] + UDP-glucuronate[r] => 12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate[r] + UDP[r]	Linoleate metabolism	Pan	Facultative
HMR_2469	c	12,13-hydroxyoctadec-9(z)-enoate[c] + UDP-glucuronate[c] <=> 12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate[c] + UDP[c]	Linoleate metabolism	Pan	Facultative
HMR_2470	r	12,13-hydroxyoctadec-9(z)-enoate[r] + UDP-glucuronate[r] => 12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate[r] + UDP[r]	Linoleate metabolism	Pan	Facultative
HMR_6398	c	ATP[c] + lipoic acid[c] => lipoyl-AMP[c] + PPi[c]	Lipoic acid metabolism	Pan	Facultative
HMR_6399	c	apoA1[c] + lipoyl-AMP[c] => [protein]-N6-(lipoyl)lysine[c] + AMP[c]	Lipoic acid metabolism	Pan	Facultative
HMR_6400	c	2 H+[c] + octanoyl-[ACP][c] + 2 PAPS[c] + 2 SAM[c] => 2 5-deoxyadenosine[c] + lipoyl-[ACP][c] + 2 methionine[c] + 2 PAP[c]	Lipoic acid metabolism	Pan	Facultative
HMR_6401	c	apoA1[c] + lipoyl-[ACP][c] => [ACP][c] + [protein]-N6-(lipoyl)lysine[c]	Lipoic acid metabolism	Pan	Facultative
HMR_6402	c	apoA1[c] + octanoyl-[ACP][c] => [ACP][c] + [protein]-N6-(octanoyl)lysine[c]	Lipoic acid metabolism	Pan	Facultative
HMR_6403	c	[protein]-N6-(octanoyl)lysine[c] + 2 H+[c] + 2 PAPS[c] + 2 SAM[c] => [protein]-N6-(lipoyl)lysine[c] + 2 5-deoxyadenosine[c] + 2 methionine[c] + 2 PAP[c]	Lipoic acid metabolism	Pan	Facultative
HMR_2495	c	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] + H+[c] + NADPH[c] + O2[c] => (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + 2 H2O[c] + NADP+[c]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2511	p	delta2-THA-CoA[p] + H2O[p] => 3-hydroxy-THA-CoA[p]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2512	p	3-hydroxy-THA-CoA[p] + NAD+[p] => 3-keto-THA-CoA[p] + H+[p] + NADH[p]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2513	p	3-keto-THA-CoA[p] + CoA[p] => (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[p] + acetyl-CoA[p]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2514	p	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] <=> (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[p]	Transport, peroxisomal	Pan	Facultative
HMR_2544	c	EPA[c] + O2[c] => 5(S)-HpEPE[c]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2545	c	5(S)-HEPE[c] + H2O[c] <=> 5(S)-HpEPE[c] + 2 H+[c]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2549	c	5(S)-HpEPE[c] <=> H2O[c] + leukotriene A5[c]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2550	c	H2O[c] + leukotriene A5[c] => 5,12-dihydroxy-(6E)-LTB5[c]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2552	c	GSH[c] + leukotriene A5[c] <=> leukotriene C5[c]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2553	c	leukotriene B5[c] + NADPH[c] + O2[c] => 20-hydroxy-LTB5[c] + H2O[c] + NADP+[c]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2555	r	leukotriene B5[r] + NADPH[r] + O2[r] => 20-hydroxy-LTB5[r] + H2O[r] + NADP+[r]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2557	c	EPA[c] + O2[c] => 15(R)-HpEPE[c]	Omega-3 fatty acid metabolism	Pan	Facultative
HMR_2558	c	15(R)-HpEPE[c] => 15(S)-HpEPE[c]	Omega-3 fatty acid metabolism	Pan	Facultative
